hour_ts,oblast_id,lead_hours,y_alert_active,oblast_name,centroid_lat,centroid_lon,temp_c,wind_speed,precip_mm,cloud_cover,self_alert_active,neighbor_alert_count,neighbor_alert_frac,hour_of_day,dow,month,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,osint_mig31_airborne,osint_tu95_takeoff,osint_mass_national,osint_mass_oblast,hours_since_mig31,hours_since_tu95,year
2022-09-11 10:00:00+00,9,5,false,Kherson,46.65,33.4,19.9,14.5,0.0,34.0,false,0,0.0,10,0,9,true,0.5,-0.866025,0.0,1.0,false,false,false,false,816,124,2022
2022-09-11 11:00:00+00,9,2,false,Kherson,46.65,33.4,21.5,15.6,0.0,37.0,false,0,0.0,11,0,9,true,0.258819,-0.965926,0.0,1.0,false,false,false,false,817,125,2022
2022-09-11 12:00:00+00,9,2,false,Kherson,46.65,33.4,22.0,14.4,0.0,100.0,false,0,0.0,12,0,9,true,0.0,-1.0,0.0,1.0,false,false,false,false,818,126,2022
2022-09-11 13:00:00+00,9,2,false,Kherson,46.65,33.4,21.7,15.3,0.0,100.0,false,0,0.0,13,0,9,true,-0.258819,-0.965926,0.0,1.0,false,false,false,false,819,127,2022
2022-09-11 14:00:00+00,9,5,false,Kherson,46.65,33.4,20.5,12.3,0.1,100.0,false,0,0.0,14,0,9,true,-0.5,-0.866025,0.0,1.0,false,false,false,false,820,128,2022
2022-09-11 15:00:00+00,9,2,true,Kherson,46.65,33.4,19.4,7.4,0.2,100.0,false,0,0.0,15,0,9,true,-0.707107,-0.707107,0.0,1.0,false,false,false,false,821,129,2022
2022-09-11 16:00:00+00,9,2,false,Kherson,46.65,33.4,19.2,8.9,0.0,100.0,true,3,0.75,16,0,9,true,-0.866025,-0.5,0.0,1.0,false,false,false,false,822,130,2022
2022-09-11 17:00:00+00,9,2,false,Kherson,46.65,33.4,19.0,11.1,0.0,100.0,true,3,0.75,17,0,9,true,-0.965926,-0.258819,0.0,1.0,false,false,false,false,823,131,2022
2022-09-11 18:00:00+00,9,5,false,Kherson,46.65,33.4,18.0,9.7,0.0,100.0,false,2,0.5,18,0,9,true,-1.0,0.0,0.0,1.0,false,false,false,false,824,132,2022
2022-09-11 19:00:00+00,9,2,false,Kherson,46.65,33.4,17.5,8.3,0.0,45.0,false,0,0.0,19,0,9,true,-0.965926,0.258819,0.0,1.0,false,false,false,false,825,133,2022
2022-09-11 20:00:00+00,9,2,false,Kherson,46.65,33.4,15.8,4.9,0.0,100.0,false,1,0.25,20,0,9,true,-0.866025,0.5,0.0,1.0,false,false,true,false,826,134,2022
2022-09-11 21:00:00+00,9,2,false,Kherson,46.65,33.4,16.0,4.3,0.0,100.0,false,1,0.25,21,0,9,true,-0.707107,0.707107,0.0,1.0,false,false,true,false,827,135,2022
2022-09-11 22:00:00+00,9,2,false,Kherson,46.65,33.4,16.5,3.3,0.0,100.0,false,1,0.25,22,0,9,true,-0.5,0.866025,0.0,1.0,false,false,true,false,828,136,2022
2022-09-11 23:00:00+00,9,2,false,Kherson,46.65,33.4,15.9,3.8,0.0,37.0,false,0,0.0,23,0,9,true,-0.258819,0.965926,0.0,1.0,false,false,true,false,829,137,2022
2022-09-12 00:00:00+00,9,5,false,Kherson,46.65,33.4,16.3,4.9,0.0,94.0,false,0,0.0,0,1,9,false,0.0,1.0,0.781831,0.62349,false,false,true,false,830,138,2022
2022-09-12 01:00:00+00,9,2,false,Kherson,46.65,33.4,16.4,3.9,0.0,100.0,false,2,0.5,1,1,9,false,0.258819,0.965926,0.781831,0.62349,false,false,true,false,831,139,2022
2022-09-12 02:00:00+00,9,5,false,Kherson,46.65,33.4,16.1,2.6,0.0,100.0,false,2,0.5,2,1,9,false,0.5,0.866025,0.781831,0.62349,false,false,false,false,832,140,2022
2022-09-12 03:00:00+00,9,2,false,Kherson,46.65,33.4,15.9,1.9,0.0,100.0,false,0,0.0,3,1,9,false,0.707107,0.707107,0.781831,0.62349,false,false,false,false,833,141,2022
2022-09-12 04:00:00+00,9,2,false,Kherson,46.65,33.4,16.5,1.1,0.0,100.0,false,0,0.0,4,1,9,false,0.866025,0.5,0.781831,0.62349,false,false,false,false,834,142,2022
2022-09-12 05:00:00+00,9,2,false,Kherson,46.65,33.4,17.2,1.8,0.0,100.0,false,1,0.25,5,1,9,false,0.965926,0.258819,0.781831,0.62349,false,false,false,false,835,143,2022
2022-09-12 06:00:00+00,9,2,false,Kherson,46.65,33.4,18.0,4.9,0.0,100.0,false,1,0.25,6,1,9,false,1.0,0.0,0.781831,0.62349,false,false,false,false,836,144,2022
2022-09-12 07:00:00+00,9,2,false,Kherson,46.65,33.4,18.4,4.7,0.0,100.0,false,0,0.0,7,1,9,false,0.965926,-0.258819,0.781831,0.62349,false,false,false,false,837,145,2022
2022-09-12 08:00:00+00,9,2,false,Kherson,46.65,33.4,19.8,7.1,0.1,100.0,false,0,0.0,8,1,9,false,0.866025,-0.5,0.781831,0.62349,false,false,false,false,838,146,2022
2022-09-12 09:00:00+00,9,5,false,Kherson,46.65,33.4,20.6,3.6,0.0,100.0,false,0,0.0,9,1,9,false,0.707107,-0.707107,0.781831,0.62349,false,false,true,false,839,147,2022
2022-09-12 10:00:00+00,9,2,true,Kherson,46.65,33.4,21.2,4.8,0.0,100.0,false,0,0.0,10,1,9,false,0.5,-0.866025,0.781831,0.62349,false,false,true,false,840,148,2022
2022-09-12 11:00:00+00,9,2,true,Kherson,46.65,33.4,21.8,6.1,0.0,100.0,false,2,0.5,11,1,9,false,0.258819,-0.965926,0.781831,0.62349,false,false,true,false,841,149,2022
2022-09-12 12:00:00+00,9,2,false,Kherson,46.65,33.4,21.1,7.7,0.1,68.0,true,3,0.75,12,1,9,false,0.0,-1.0,0.781831,0.62349,false,false,true,false,842,150,2022
2022-09-12 13:00:00+00,9,2,false,Kherson,46.65,33.4,21.5,10.5,0.0,57.0,true,3,0.75,13,1,9,false,-0.258819,-0.965926,0.781831,0.62349,false,false,true,false,843,151,2022
2022-09-12 14:00:00+00,9,2,false,Kherson,46.65,33.4,19.6,13.5,1.8,97.0,false,2,0.5,14,1,9,false,-0.5,-0.866025,0.781831,0.62349,false,false,true,false,844,152,2022
2022-09-12 15:00:00+00,9,2,false,Kherson,46.65,33.4,17.8,7.1,1.7,96.0,false,0,0.0,15,1,9,false,-0.707107,-0.707107,0.781831,0.62349,false,false,false,false,845,153,2022
2022-09-12 16:00:00+00,9,2,false,Kherson,46.65,33.4,17.3,11.6,0.0,37.0,false,0,0.0,16,1,9,false,-0.866025,-0.5,0.781831,0.62349,false,false,false,false,846,154,2022
2022-09-12 17:00:00+00,9,2,false,Kherson,46.65,33.4,16.4,7.5,0.0,27.0,false,0,0.0,17,1,9,false,-0.965926,-0.258819,0.781831,0.62349,false,false,false,false,847,155,2022
2022-09-12 18:00:00+00,9,2,false,Kherson,46.65,33.4,15.5,7.6,0.0,1.0,false,0,0.0,18,1,9,false,-1.0,0.0,0.781831,0.62349,false,false,false,false,848,156,2022
2022-09-12 19:00:00+00,9,2,false,Kherson,46.65,33.4,14.8,8.8,0.0,0.0,false,0,0.0,19,1,9,false,-0.965926,0.258819,0.781831,0.62349,false,false,false,false,849,157,2022
2022-09-12 20:00:00+00,9,2,true,Kherson,46.65,33.4,14.4,10.6,0.0,5.0,false,0,0.0,20,1,9,false,-0.866025,0.5,0.781831,0.62349,false,false,false,false,850,158,2022
2022-09-12 21:00:00+00,9,2,false,Kherson,46.65,33.4,14.2,12.9,0.0,2.0,false,0,0.0,21,1,9,false,-0.707107,0.707107,0.781831,0.62349,false,false,false,false,851,159,2022
2022-09-12 22:00:00+00,9,2,false,Kherson,46.65,33.4,13.5,12.1,0.0,6.0,true,2,0.5,22,1,9,false,-0.5,0.866025,0.781831,0.62349,false,false,false,false,852,160,2022
2022-09-12 23:00:00+00,9,2,false,Kherson,46.65,33.4,12.9,12.0,0.0,16.0,false,3,0.75,23,1,9,false,-0.258819,0.965926,0.781831,0.62349,false,false,false,false,853,161,2022
2022-09-13 00:00:00+00,9,2,false,Kherson,46.65,33.4,12.4,11.8,0.0,6.0,false,2,0.5,0,2,9,false,0.0,1.0,0.974928,-0.222521,false,false,false,false,854,162,2022
2022-09-13 01:00:00+00,9,2,false,Kherson,46.65,33.4,12.1,11.4,0.0,21.0,false,0,0.0,1,2,9,false,0.258819,0.965926,0.974928,-0.222521,false,false,false,false,855,163,2022
2022-09-13 02:00:00+00,9,2,false,Kherson,46.65,33.4,11.6,10.8,0.0,0.0,false,0,0.0,2,2,9,false,0.5,0.866025,0.974928,-0.222521,false,false,false,false,856,164,2022
2022-09-13 03:00:00+00,9,2,false,Kherson,46.65,33.4,11.1,10.4,0.0,68.0,false,0,0.0,3,2,9,false,0.707107,0.707107,0.974928,-0.222521,false,false,false,false,857,165,2022
2022-09-13 04:00:00+00,9,2,false,Kherson,46.65,33.4,11.2,11.2,0.0,99.0,false,0,0.0,4,2,9,false,0.866025,0.5,0.974928,-0.222521,false,false,false,false,858,166,2022
2022-09-13 05:00:00+00,9,2,false,Kherson,46.65,33.4,12.3,12.3,0.0,47.0,false,0,0.0,5,2,9,false,0.965926,0.258819,0.974928,-0.222521,false,false,false,false,859,167,2022
2022-09-13 06:00:00+00,9,2,false,Kherson,46.65,33.4,13.6,14.1,0.0,54.0,false,1,0.25,6,2,9,false,1.0,0.0,0.974928,-0.222521,false,false,false,false,860,168,2022
2022-09-13 07:00:00+00,9,2,false,Kherson,46.65,33.4,15.1,16.1,0.0,99.0,false,1,0.25,7,2,9,false,0.965926,-0.258819,0.974928,-0.222521,false,false,false,false,861,169,2022
2022-09-13 08:00:00+00,9,2,false,Kherson,46.65,33.4,16.2,16.2,0.0,58.0,false,0,0.0,8,2,9,false,0.866025,-0.5,0.974928,-0.222521,false,false,false,false,862,170,2022
2022-09-13 09:00:00+00,9,2,false,Kherson,46.65,33.4,17.0,16.3,0.0,29.0,false,0,0.0,9,2,9,false,0.707107,-0.707107,0.974928,-0.222521,false,false,false,false,863,171,2022
2022-09-13 10:00:00+00,9,2,true,Kherson,46.65,33.4,17.5,16.6,0.0,28.0,false,0,0.0,10,2,9,false,0.5,-0.866025,0.974928,-0.222521,false,false,false,false,864,172,2022
2022-09-13 11:00:00+00,9,5,true,Kherson,46.65,33.4,17.9,16.6,0.1,62.0,false,2,0.5,11,2,9,false,0.258819,-0.965926,0.974928,-0.222521,false,false,false,false,865,173,2022
2022-09-13 12:00:00+00,9,5,false,Kherson,46.65,33.4,17.1,16.2,0.0,30.0,true,3,0.75,12,2,9,false,0.0,-1.0,0.974928,-0.222521,false,false,false,false,866,174,2022
2022-09-13 13:00:00+00,9,2,true,Kherson,46.65,33.4,15.8,17.1,0.1,95.0,false,2,0.5,13,2,9,false,-0.258819,-0.965926,0.974928,-0.222521,false,false,false,false,867,175,2022
2022-09-13 14:00:00+00,9,2,true,Kherson,46.65,33.4,15.9,12.6,0.0,44.0,false,2,0.5,14,2,9,false,-0.5,-0.866025,0.974928,-0.222521,false,false,false,false,868,176,2022
2022-09-13 15:00:00+00,9,2,false,Kherson,46.65,33.4,15.8,13.4,0.0,62.0,true,1,0.25,15,2,9,false,-0.707107,-0.707107,0.974928,-0.222521,false,false,false,false,869,177,2022
2022-09-13 16:00:00+00,9,2,false,Kherson,46.65,33.4,14.8,9.7,0.0,32.0,true,1,0.25,16,2,9,false,-0.866025,-0.5,0.974928,-0.222521,false,false,false,false,870,178,2022
2022-09-13 17:00:00+00,9,2,false,Kherson,46.65,33.4,13.7,7.4,0.0,42.0,false,0,0.0,17,2,9,false,-0.965926,-0.258819,0.974928,-0.222521,false,false,false,false,871,179,2022
2022-09-13 18:00:00+00,9,5,false,Kherson,46.65,33.4,12.7,5.8,0.0,23.0,false,0,0.0,18,2,9,false,-1.0,0.0,0.974928,-0.222521,false,false,false,false,872,180,2022
2022-09-13 19:00:00+00,9,2,false,Kherson,46.65,33.4,13.0,10.8,0.0,41.0,false,0,0.0,19,2,9,false,-0.965926,0.258819,0.974928,-0.222521,false,false,false,false,873,181,2022
2022-09-13 20:00:00+00,9,2,false,Kherson,46.65,33.4,12.6,11.6,0.1,55.0,true,1,0.25,20,2,9,false,-0.866025,0.5,0.974928,-0.222521,false,false,false,false,874,182,2022
2022-09-13 21:00:00+00,9,2,false,Kherson,46.65,33.4,12.8,10.6,0.0,100.0,false,2,0.5,21,2,9,false,-0.707107,0.707107,0.974928,-0.222521,false,false,false,false,875,183,2022
2022-09-13 22:00:00+00,9,2,false,Kherson,46.65,33.4,13.6,14.7,0.0,39.0,false,3,0.75,22,2,9,false,-0.5,0.866025,0.974928,-0.222521,false,false,false,false,876,184,2022
2022-09-13 23:00:00+00,9,2,false,Kherson,46.65,33.4,12.8,14.4,0.0,37.0,false,0,0.0,23,2,9,false,-0.258819,0.965926,0.974928,-0.222521,false,false,false,false,877,185,2022
2022-09-14 00:00:00+00,9,2,false,Kherson,46.65,33.4,12.7,12.3,0.0,96.0,false,0,0.0,0,3,9,false,0.0,1.0,0.433884,-0.900969,false,false,false,false,878,186,2022
2022-09-14 01:00:00+00,9,2,false,Kherson,46.65,33.4,13.1,12.4,0.0,85.0,false,0,0.0,1,3,9,false,0.258819,0.965926,0.433884,-0.900969,false,false,false,false,879,187,2022
2022-09-14 02:00:00+00,9,2,false,Kherson,46.65,33.4,12.6,9.1,0.0,6.0,false,0,0.0,2,3,9,false,0.5,0.866025,0.433884,-0.900969,false,false,false,false,880,188,2022
2022-09-14 03:00:00+00,9,2,false,Kherson,46.65,33.4,11.7,7.9,0.0,30.0,false,0,0.0,3,3,9,false,0.707107,0.707107,0.433884,-0.900969,false,false,false,false,881,189,2022
2022-09-14 04:00:00+00,9,2,true,Kherson,46.65,33.4,12.1,9.7,0.0,61.0,false,0,0.0,4,3,9,false,0.866025,0.5,0.433884,-0.900969,false,false,false,false,882,190,2022
2022-09-14 05:00:00+00,9,2,true,Kherson,46.65,33.4,13.6,10.5,0.0,76.0,false,0,0.0,5,3,9,false,0.965926,0.258819,0.433884,-0.900969,false,false,false,false,883,191,2022
2022-09-14 06:00:00+00,9,5,false,Kherson,46.65,33.4,15.1,11.5,0.0,53.0,true,2,0.5,6,3,9,false,1.0,0.0,0.433884,-0.900969,false,false,false,false,884,192,2022
2022-09-14 07:00:00+00,9,2,true,Kherson,46.65,33.4,16.6,16.3,0.0,24.0,true,1,0.25,7,3,9,false,0.965926,-0.258819,0.433884,-0.900969,false,false,false,false,885,193,2022
2022-09-14 08:00:00+00,9,2,true,Kherson,46.65,33.4,17.9,21.3,0.1,62.0,true,1,0.25,8,3,9,false,0.866025,-0.5,0.433884,-0.900969,false,false,false,false,886,194,2022
2022-09-14 09:00:00+00,9,2,false,Kherson,46.65,33.4,18.6,21.7,0.0,71.0,true,1,0.25,9,3,9,false,0.707107,-0.707107,0.433884,-0.900969,false,false,false,false,887,195,2022
2022-09-14 10:00:00+00,9,2,false,Kherson,46.65,33.4,19.4,22.0,0.0,100.0,true,1,0.25,10,3,9,false,0.5,-0.866025,0.433884,-0.900969,false,false,false,false,888,196,2022
2022-09-14 11:00:00+00,9,2,true,Kherson,46.65,33.4,19.6,20.5,0.0,38.0,false,1,0.25,11,3,9,false,0.258819,-0.965926,0.433884,-0.900969,false,false,false,false,889,197,2022
2022-09-14 12:00:00+00,9,2,true,Kherson,46.65,33.4,19.5,21.6,0.0,38.0,false,0,0.0,12,3,9,false,0.0,-1.0,0.433884,-0.900969,false,false,false,false,890,198,2022
2022-09-14 13:00:00+00,9,2,false,Kherson,46.65,33.4,19.9,21.7,0.0,60.0,true,3,0.75,13,3,9,false,-0.258819,-0.965926,0.433884,-0.900969,false,false,true,false,891,199,2022
2022-09-14 14:00:00+00,9,2,false,Kherson,46.65,33.4,20.1,19.9,0.0,30.0,true,3,0.75,14,3,9,false,-0.5,-0.866025,0.433884,-0.900969,false,false,true,false,892,200,2022
2022-09-14 15:00:00+00,9,5,false,Kherson,46.65,33.4,19.2,14.5,0.0,12.0,false,0,0.0,15,3,9,false,-0.707107,-0.707107,0.433884,-0.900969,false,false,true,false,893,201,2022
2022-09-14 16:00:00+00,9,2,false,Kherson,46.65,33.4,17.5,11.9,0.0,77.0,false,0,0.0,16,3,9,false,-0.866025,-0.5,0.433884,-0.900969,false,false,true,false,894,202,2022
2022-09-14 17:00:00+00,9,5,true,Kherson,46.65,33.4,16.7,12.4,0.0,99.0,false,0,0.0,17,3,9,false,-0.965926,-0.258819,0.433884,-0.900969,false,false,true,false,895,203,2022
2022-09-14 18:00:00+00,9,2,false,Kherson,46.65,33.4,16.4,14.4,0.0,86.0,false,0,0.0,18,3,9,false,-1.0,0.0,0.433884,-0.900969,false,false,true,false,896,204,2022
2022-09-14 19:00:00+00,9,2,true,Kherson,46.65,33.4,16.2,15.9,0.0,99.0,false,0,0.0,19,3,9,false,-0.965926,0.258819,0.433884,-0.900969,false,false,false,false,897,205,2022
2022-09-14 20:00:00+00,9,2,true,Kherson,46.65,33.4,16.5,17.2,0.0,100.0,false,1,0.25,20,3,9,false,-0.866025,0.5,0.433884,-0.900969,false,false,false,false,898,206,2022
2022-09-14 21:00:00+00,9,2,true,Kherson,46.65,33.4,16.6,16.1,0.0,100.0,true,3,0.75,21,3,9,false,-0.707107,0.707107,0.433884,-0.900969,false,false,false,false,899,207,2022
2022-09-14 22:00:00+00,9,2,false,Kherson,46.65,33.4,17.0,15.1,0.0,100.0,true,1,0.25,22,3,9,false,-0.5,0.866025,0.433884,-0.900969,false,false,false,false,900,208,2022
2022-09-14 23:00:00+00,9,2,false,Kherson,46.65,33.4,17.2,14.4,0.0,100.0,true,2,0.5,23,3,9,false,-0.258819,0.965926,0.433884,-0.900969,false,false,false,false,901,209,2022
2022-09-15 00:00:00+00,9,2,false,Kherson,46.65,33.4,17.0,11.6,0.0,100.0,false,0,0.0,0,4,9,false,0.0,1.0,-0.433884,-0.900969,false,false,false,false,902,210,2022
2022-09-15 01:00:00+00,9,2,false,Kherson,46.65,33.4,17.5,12.2,0.0,100.0,false,0,0.0,1,4,9,false,0.258819,0.965926,-0.433884,-0.900969,false,false,false,false,903,211,2022
2022-09-15 02:00:00+00,9,2,false,Kherson,46.65,33.4,17.5,10.2,0.0,100.0,false,2,0.5,2,4,9,false,0.5,0.866025,-0.433884,-0.900969,false,false,false,false,904,212,2022
2022-09-15 03:00:00+00,9,2,false,Kherson,46.65,33.4,18.0,13.4,0.0,100.0,false,3,0.75,3,4,9,false,0.707107,0.707107,-0.433884,-0.900969,false,false,false,false,905,213,2022
2022-09-15 04:00:00+00,9,2,false,Kherson,46.65,33.4,18.8,16.8,0.0,100.0,false,2,0.5,4,4,9,false,0.866025,0.5,-0.433884,-0.900969,false,false,false,false,906,214,2022
2022-09-15 05:00:00+00,9,2,false,Kherson,46.65,33.4,20.0,17.7,0.0,72.0,false,1,0.25,5,4,9,false,0.965926,0.258819,-0.433884,-0.900969,false,false,false,false,907,215,2022
2022-09-15 06:00:00+00,9,2,false,Kherson,46.65,33.4,21.8,17.9,0.0,49.0,false,3,0.75,6,4,9,false,1.0,0.0,-0.433884,-0.900969,false,false,false,false,908,216,2022
2022-09-15 07:00:00+00,9,2,false,Kherson,46.65,33.4,23.3,25.4,0.0,100.0,false,2,0.5,7,4,9,false,0.965926,-0.258819,-0.433884,-0.900969,false,false,false,false,909,217,2022
2022-09-15 08:00:00+00,9,5,true,Kherson,46.65,33.4,22.4,21.9,0.0,98.0,false,0,0.0,8,4,9,false,0.866025,-0.5,-0.433884,-0.900969,false,false,false,false,910,218,2022
2022-09-15 09:00:00+00,9,2,false,Kherson,46.65,33.4,23.5,25.6,0.0,100.0,false,1,0.25,9,4,9,false,0.707107,-0.707107,-0.433884,-0.900969,false,false,false,false,911,219,2022
2022-09-15 10:00:00+00,9,2,false,Kherson,46.65,33.4,25.4,25.9,0.0,100.0,false,2,0.5,10,4,9,false,0.5,-0.866025,-0.433884,-0.900969,false,false,false,false,912,220,2022
2022-09-15 11:00:00+00,9,5,true,Kherson,46.65,33.4,25.7,27.2,0.0,100.0,false,1,0.25,11,4,9,false,0.258819,-0.965926,-0.433884,-0.900969,false,false,false,false,913,221,2022
2022-09-15 12:00:00+00,9,2,true,Kherson,46.65,33.4,25.4,25.7,0.0,100.0,false,2,0.5,12,4,9,false,0.0,-1.0,-0.433884,-0.900969,false,false,false,false,914,222,2022
2022-09-15 13:00:00+00,9,2,false,Kherson,46.65,33.4,24.4,21.4,0.0,100.0,true,3,0.75,13,4,9,false,-0.258819,-0.965926,-0.433884,-0.900969,false,false,false,false,915,223,2022
2022-09-15 14:00:00+00,9,2,true,Kherson,46.65,33.4,24.0,19.2,0.0,100.0,true,3,0.75,14,4,9,false,-0.5,-0.866025,-0.433884,-0.900969,false,false,false,false,916,224,2022
2022-09-15 15:00:00+00,9,2,true,Kherson,46.65,33.4,22.9,15.9,0.0,100.0,false,0,0.0,15,4,9,false,-0.707107,-0.707107,-0.433884,-0.900969,false,false,false,false,917,225,2022
2022-09-15 16:00:00+00,9,2,true,Kherson,46.65,33.4,21.5,11.5,0.1,100.0,true,2,0.5,16,4,9,false,-0.866025,-0.5,-0.433884,-0.900969,false,false,false,false,918,226,2022
2022-09-15 17:00:00+00,9,2,true,Kherson,46.65,33.4,21.0,10.3,0.4,100.0,true,2,0.5,17,4,9,false,-0.965926,-0.258819,-0.433884,-0.900969,false,false,false,false,919,227,2022
2022-09-15 18:00:00+00,9,5,false,Kherson,46.65,33.4,20.1,11.4,0.0,85.0,true,1,0.25,18,4,9,false,-1.0,0.0,-0.433884,-0.900969,false,false,false,false,920,228,2022
2022-09-15 19:00:00+00,9,5,false,Kherson,46.65,33.4,19.6,11.4,0.0,97.0,true,1,0.25,19,4,9,false,-0.965926,0.258819,-0.433884,-0.900969,false,false,false,false,921,229,2022
2022-09-15 20:00:00+00,9,2,false,Kherson,46.65,33.4,19.5,10.5,0.0,100.0,true,1,0.25,20,4,9,false,-0.866025,0.5,-0.433884,-0.900969,false,false,false,false,922,230,2022
2022-09-15 21:00:00+00,9,5,false,Kherson,46.65,33.4,19.1,10.1,0.0,99.0,false,2,0.5,21,4,9,false,-0.707107,0.707107,-0.433884,-0.900969,false,false,false,false,923,231,2022
2022-09-15 22:00:00+00,9,2,false,Kherson,46.65,33.4,18.5,9.7,0.0,100.0,false,1,0.25,22,4,9,false,-0.5,0.866025,-0.433884,-0.900969,false,false,false,false,924,232,2022
2022-09-15 23:00:00+00,9,5,false,Kherson,46.65,33.4,18.0,6.2,0.0,81.0,false,1,0.25,23,4,9,false,-0.258819,0.965926,-0.433884,-0.900969,false,false,false,false,925,233,2022
2022-09-16 00:00:00+00,9,2,false,Kherson,46.65,33.4,17.9,6.6,0.0,95.0,false,1,0.25,0,5,9,false,0.0,1.0,-0.974928,-0.222521,false,false,false,false,926,234,2022
2022-09-16 01:00:00+00,9,2,false,Kherson,46.65,33.4,17.3,6.1,0.0,99.0,false,0,0.0,1,5,9,false,0.258819,0.965926,-0.974928,-0.222521,false,false,false,false,927,235,2022
2022-09-16 02:00:00+00,9,2,false,Kherson,46.65,33.4,17.4,8.0,0.0,97.0,false,0,0.0,2,5,9,false,0.5,0.866025,-0.974928,-0.222521,false,false,false,false,928,236,2022
2022-09-16 03:00:00+00,9,2,false,Kherson,46.65,33.4,17.5,10.1,0.0,99.0,false,0,0.0,3,5,9,false,0.707107,0.707107,-0.974928,-0.222521,false,false,false,false,929,237,2022
2022-09-16 04:00:00+00,9,2,false,Kherson,46.65,33.4,18.2,11.7,0.0,95.0,false,0,0.0,4,5,9,false,0.866025,0.5,-0.974928,-0.222521,false,false,false,false,930,238,2022
2022-09-16 05:00:00+00,9,2,false,Kherson,46.65,33.4,20.1,11.0,0.0,80.0,false,0,0.0,5,5,9,false,0.965926,0.258819,-0.974928,-0.222521,false,false,false,false,931,239,2022
2022-09-16 06:00:00+00,9,2,false,Kherson,46.65,33.4,22.4,9.3,0.0,100.0,false,0,0.0,6,5,9,false,1.0,0.0,-0.974928,-0.222521,false,false,false,false,932,240,2022
2022-09-16 07:00:00+00,9,2,false,Kherson,46.65,33.4,24.5,12.1,0.0,93.0,false,0,0.0,7,5,9,false,0.965926,-0.258819,-0.974928,-0.222521,false,false,false,false,933,241,2022
2022-09-16 08:00:00+00,9,2,false,Kherson,46.65,33.4,26.3,14.1,0.0,81.0,false,0,0.0,8,5,9,false,0.866025,-0.5,-0.974928,-0.222521,false,false,false,false,934,242,2022
2022-09-16 09:00:00+00,9,2,false,Kherson,46.65,33.4,27.6,15.3,0.0,100.0,false,2,0.5,9,5,9,false,0.707107,-0.707107,-0.974928,-0.222521,false,false,false,false,935,243,2022
2022-09-16 10:00:00+00,9,5,false,Kherson,46.65,33.4,26.8,15.8,0.0,99.0,false,2,0.5,10,5,9,false,0.5,-0.866025,-0.974928,-0.222521,false,false,false,false,936,244,2022
2022-09-16 11:00:00+00,9,5,false,Kherson,46.65,33.4,26.8,15.5,0.0,100.0,false,2,0.5,11,5,9,false,0.258819,-0.965926,-0.974928,-0.222521,false,false,false,false,937,245,2022
2022-09-16 12:00:00+00,9,2,false,Kherson,46.65,33.4,25.7,8.4,0.0,37.0,false,2,0.5,12,5,9,false,0.0,-1.0,-0.974928,-0.222521,false,false,false,false,938,246,2022
2022-09-16 13:00:00+00,9,2,false,Kherson,46.65,33.4,26.6,14.4,0.0,5.0,false,2,0.5,13,5,9,false,-0.258819,-0.965926,-0.974928,-0.222521,false,false,false,false,939,247,2022
2022-09-16 14:00:00+00,9,2,false,Kherson,46.65,33.4,26.0,14.2,0.0,39.0,false,0,0.0,14,5,9,false,-0.5,-0.866025,-0.974928,-0.222521,false,false,false,false,940,248,2022
2022-09-16 15:00:00+00,9,2,false,Kherson,46.65,33.4,24.8,9.8,0.0,51.0,false,2,0.5,15,5,9,false,-0.707107,-0.707107,-0.974928,-0.222521,false,false,false,false,941,249,2022
2022-09-16 16:00:00+00,9,5,true,Kherson,46.65,33.4,23.2,13.0,0.0,66.0,false,2,0.5,16,5,9,false,-0.866025,-0.5,-0.974928,-0.222521,false,false,false,false,942,250,2022
2022-09-16 17:00:00+00,9,2,true,Kherson,46.65,33.4,21.9,11.4,0.0,99.0,false,0,0.0,17,5,9,false,-0.965926,-0.258819,-0.974928,-0.222521,false,false,false,false,943,251,2022
2022-09-16 18:00:00+00,9,5,false,Kherson,46.65,33.4,20.4,8.6,0.0,62.0,false,0,0.0,18,5,9,false,-1.0,0.0,-0.974928,-0.222521,false,false,false,false,944,252,2022
2022-09-16 19:00:00+00,9,2,true,Kherson,46.65,33.4,19.3,9.0,0.0,100.0,true,2,0.5,19,5,9,false,-0.965926,0.258819,-0.974928,-0.222521,false,false,false,false,945,253,2022
2022-09-16 20:00:00+00,9,2,true,Kherson,46.65,33.4,18.9,9.8,0.0,100.0,true,1,0.25,20,5,9,false,-0.866025,0.5,-0.974928,-0.222521,false,false,false,false,946,254,2022
2022-09-16 21:00:00+00,9,2,false,Kherson,46.65,33.4,18.0,5.9,0.0,100.0,true,3,0.75,21,5,9,false,-0.707107,0.707107,-0.974928,-0.222521,false,false,false,false,947,255,2022
2022-09-16 22:00:00+00,9,5,false,Kherson,46.65,33.4,17.5,5.9,0.0,100.0,true,3,0.75,22,5,9,false,-0.5,0.866025,-0.974928,-0.222521,false,false,false,false,948,256,2022
2022-09-16 23:00:00+00,9,2,false,Kherson,46.65,33.4,17.1,4.5,0.0,100.0,false,0,0.0,23,5,9,false,-0.258819,0.965926,-0.974928,-0.222521,false,false,false,false,949,257,2022
2022-09-17 00:00:00+00,9,2,false,Kherson,46.65,33.4,16.1,5.4,0.0,100.0,false,0,0.0,0,6,9,true,0.0,1.0,-0.781831,0.62349,false,false,false,false,950,258,2022
